Stop,Runtime,Line,Departure time,Arrival time
Dubois,>,128,05:33:00,05:35:00
Pomorska,>,128,05:35:00,05:36:00
Dmowskiego,>,128,05:36:00,05:38:00
Poznanska,>,128,05:38:00,05:41:00
DLUGA (Politechnika),>,128,05:41:00,05:42:00
POPOWICE (Stacja kolejowa),>,128,05:42:00,05:43:00
Popowice,>,128,05:43:00,05:44:00
Rysia,>,128,05:44:00,05:46:00
Wejherowska,>,128,05:46:00,05:47:00
Kwiska,>,128,05:47:00,05:49:00
DH Astra,>,10,05:50:00,05:52:00
Park Zachodni,>,10,05:52:00,05:53:00
Bajana,>,10,05:53:00,05:54:00
Metalowcow,>,10,05:54:00,05:55:00
PILCZYCE,>,10,05:55:00,05:57:00
Tarczynski Arena (Lotnicza),>,10,05:57:00,05:58:00
Glinianki,>,10,05:58:00,06:00:00
Aleja Architektow,>,10,06:00:00,06:01:00
Grabowa,>,10,06:01:00,06:02:00
Kosmonautow (Szpital),>,10,06:02:00,06:04:00
Fieldorfa (Szpital),>,102,06:13:00,06:14:00
Fieldorfa,>,102,06:14:00,06:15:00

A* - TIME,0.589782
From: ,Domaszczyn - Kosciol,To: ,ROD Mieczyk
Domaszczyn - Kosciol,>,,,21:35:00
Domaszczyn - Wroclawska Skrzyzowanie,>,914,22:15:00,22:17:00
Domaszczyn - Stawowa,>,914,22:17:00,22:18:00
Pruszowice - las,>,934,22:35:00,22:36:00
Odolanowska,>,934,22:36:00,22:39:00
Odrodzenia Polski,>,934,22:39:00,22:39:00
ZAKRZOW,>,934,22:39:00,22:40:00
Przedwiosnie (Stacja kolejowa),>,934,22:40:00,22:41:00
Wallenroda,>,934,22:41:00,22:42:00
Psie Pole (Rondo Lotnikow Polskich),>,934,22:42:00,22:44:00
Psie Pole,>,D,22:46:00,22:47:00
Brucknera,>,D,22:47:00,22:51:00
Kwidzynska,>,D,22:51:00,22:53:00
Zacisze,>,D,22:53:00,22:54:00
Sniadeckich,>,D,22:54:00,22:55:00
Kochanowskiego,>,D,22:55:00,22:57:00
Grunwaldzka,>,9,22:59:00,23:00:00
Piastowska,>,9,23:00:00,23:01:00
Gornickiego,>,9,23:01:00,23:02:00
Ogrod Botaniczny,>,9,23:02:00,23:03:00
pl. Bema,>,9,23:03:00,23:05:00
Dubois,>,6,23:07:00,23:09:00
Uniwersytet Wroclawski,>,6,23:09:00,23:11:00
Rynek,>,6,23:11:00,23:13:00
PL. JANA PAWLA II,>,132,23:15:00,23:17:00
Mlodych Technikow,>,132,23:17:00,23:19:00
pl. Strzegomski (Muzeum Wspolczesne),>,31,23:25:00,23:26:00
ZACHODNIA (Stacja kolejowa),>,31,23:26:00,23:27:00
Niedzwiedzia,>,31,23:27:00,23:29:00
Malopanewska,>,31,23:29:00,23:30:00
Kwiska,>,31,23:30:00,23:32:00
Kolista,>,31,23:32:00,23:36:00
PILCZYCKA (Anima),>,31,23:36:00,23:37:00
Modra,>,31,23:37:00,23:38:00
Gornicza,>,31,23:38:00,23:39:00
Rekodzielnicza,>,246,23:50:00,23:51:00
Metalowcow,>,246,23:51:00,23:52:00
Bajana,>,253,23:56:00,23:57:00

A* - TIME,0.014919
From: ,Ostowa (Muzeum Militarne),To: ,Hala Orbita
Ostowa (Muzeum Militarne),>,,,04:26:00
Cwiczebna,>,105,04:29:00,04:30:00
Obornicka (Obwodnica),>,105,04:30:00,04:31:00
most Milenijny,>,101,04:33:00,04:37:00
Hala Orbita,>,101,04:37:00,04:38:00

A* - TIME,4.201702
From: ,Wilkszyn - Miloszyn,To: ,Kielczow - Ladna
Wilkszyn - Miloszyn,>,,,16:17:00
Krzelowska,>,923,16:35:00,16:36:00
Lososiowicka,>,923,16:36:00,16:37:00
Wilkszynska,>,923,16:37:00,16:38:00
Marszowice,>,923,16:38:00,16:39:00
Glowna,>,923,16:39:00,16:41:00
Welniana,>,123,16:42:00,16:44:00
Chwalkowska,>,123,16:44:00,16:45:00
Jedrzejowska,>,123,16:45:00,16:46:00
Brodzka,>,123,16:46:00,16:47:00
Krolewiecka (Staw),>,123,16:47:00,16:48:00
Suwalska,>,123,16:48:00,16:49:00
Krolewiecka (Park),>,123,16:49:00,16:50:00
Warminska,>,123,16:50:00,16:51:00
Krolewiecka,>,123,16:51:00,16:53:00
TARCZYNSKI ARENA (Krolewiecka),>,123,16:53:00,16:54:00
Dworska,>,123,16:54:00,16:55:00
Gornicza,>,123,16:55:00,16:57:00
Modra,>,102,17:01:00,17:02:00
Kolista,>,102,17:02:00,17:04:00
Wejherowska,>,C ,17:06:00,17:10:00
Rysia,>,C ,17:10:00,17:12:00
DLUGA (Politechnika),>,C ,17:12:00,17:14:00
Poznanska,>,C ,17:14:00,17:15:00
Dluga,>,C ,17:15:00,17:16:00
Dmowskiego,>,C ,17:16:00,17:19:00
Pomorska,>,C ,17:19:00,17:21:00
pl. Bema,>,C ,17:21:00,17:25:00
Ogrod Botaniczny,>,9,17:28:00,17:30:00
Wyszynskiego,>,904,17:32:00,17:34:00
KROMERA,>,904,17:34:00,17:37:00
Grudziadzka,>,904,17:37:00,17:40:00
Brucknera,>,904,17:40:00,17:42:00
C.H. Korona,>,904,17:42:00,17:44:00
Psie Pole,>,904,17:44:00,17:47:00
Psie Pole (Rondo Lotnikow Polskich),>,904,17:47:00,17:49:00
Kopanskiego,>,D,17:52:00,17:54:00
Wallenroda,>,D,17:54:00,17:55:00
Przedwiosnie (Stacja kolejowa),>,151,17:56:00,17:57:00
Azaliowa,>,151,17:57:00,17:58:00
Pawlowice,>,151,17:58:00,17:59:00
Starodebowa,>,151,17:59:00,18:00:00
Pawlowicka,>,151,18:00:00,18:01:00
Przebisniegowa,>,151,18:01:00,18:02:00
Ramiszow,>,936,18:40:00,18:44:00
Pasikurowice - cmentarz,>,936,18:44:00,18:47:00
Pasikurowice - skrzy. Malinowa,>,936,18:47:00,18:49:00
Pasikurowice - Energetyczna,>,936,18:49:00,18:50:00
Pasikurowice - n/z,>,936,18:50:00,18:51:00
Bukowina,>,936,18:51:00,18:53:00
Bukowina - skrzy.,>,936,18:53:00,18:55:00
Bakow,>,936,18:55:00,18:56:00
Lozina - Wroclawska (na wys. nr 18),>,936,18:56:00,18:59:00
Lozina - skrzy.,>,934,19:16:00,19:17:00

A* - TIME,0.683629
From: ,Piwnika-Ponurego,To: ,BROCHOW (Stacja kolejowa)
Piwnika-Ponurego,>,,,22:16:00
Zakrzowska,>,147,22:29:00,22:30:00
Psie Pole (Rondo Lotnikow Polskich),>,147,22:30:00,22:31:00
Psie Pole,>,N,22:32:00,22:33:00
Brucknera,>,N,22:33:00,22:37:00
Kwidzynska,>,151,22:38:00,22:40:00
Zacisze,>,151,22:40:00,22:41:00
Sniadeckich,>,151,22:41:00,22:42:00
Kochanowskiego,>,151,22:42:00,22:44:00
PL. GRUNWALDZKI,>,921,22:46:00,22:48:00
most Grunwaldzki,>,70,22:57:00,22:58:00
Urzad Wojewodzki (Impart),>,70,22:58:00,23:00:00
pl. Wroblewskiego,>,70,23:00:00,23:02:00
pl. Zgody (Muzeum Etnograficzne),>,5,23:03:00,23:04:00
Na Niskich Lakach,>,5,23:04:00,23:06:00
Krakowska,>,5,23:06:00,23:07:00
KRAKOWSKA (Centrum handlowe),>,5,23:07:00,23:08:00
Armii Krajowej,>,5,23:08:00,23:09:00
Park Wschodni,>,5,23:09:00,23:10:00
Karwinska,>,5,23:10:00,23:11:00
Wiaduktowa,>,114,23:25:00,23:27:00
Topolowa,>,114,23:27:00,23:28:00
BROCHOW (Stacja kolejowa),>,114,23:28:00,23:29:00

A* - TIME,0.611904
From: ,Popowice,To: ,Ratyn - skrzyzowanie
Popowice,>,,,22:53:00
Rysia,>,128,22:54:00,22:56:00
Wejherowska,>,128,22:56:00,22:58:00
Hala Orbita,>,119,23:00:00,23:02:00
most Milenijny,>,119,23:02:00,23:03:00
OSOBOWICKA (Cmentarz),>,119,23:03:00,23:04:00
OSOBOWICKA (Cmentarz II),>,119,23:04:00,23:05:00
Luzycka,>,119,23:05:00,23:06:00
Rozanka,>,119,23:06:00,23:07:00
Bezpieczna,>,119,23:07:00,23:08:00
Baltycka (szkola),>,119,23:08:00,23:09:00
Baltycka,>,119,23:09:00,23:09:00
Broniewskiego,>,119,23:09:00,23:10:00
Pola,>,119,23:10:00,23:11:00
Syrokomli,>,119,23:11:00,23:12:00
Kasprowicza,>,119,23:12:00,23:13:00
pl. Danilowskiego,>,119,23:13:00,23:14:00
Berenta,>,151,23:16:00,23:17:00
KROMERA,>,151,23:17:00,23:19:00
Kwidzynska,>,151,23:19:00,23:21:00
Zacisze,>,131,23:27:00,23:28:00
Sniadeckich,>,131,23:28:00,23:29:00
Moniuszki,>,259,23:53:00,23:54:00
Stadion Olimpijski,>,259,23:54:00,23:55:00
8 Maja,>,259,23:55:00,23:56:00
Park Szczytnicki,>,115,23:58:00,23:59:00

A* - TIME,0.007063
From: ,Lozina - Cmentarz,To: ,Chelmonskiego
Lozina - Cmentarz,>,,,22:33:00
Budziwojowice,>,904,23:32:00,23:33:00
Losice - plac zabaw,>,904,23:33:00,23:35:00
Szczodre - stawy,>,904,23:35:00,23:37:00
Szczodre - Szkola,>,904,23:37:00,23:39:00
Szczodre - petla,>,904,23:39:00,23:40:00
Szczodre - Trzebnicka,>,904,23:40:00,23:41:00
Dlugoleka - Parkowa skrzy. Konopnicka,>,904,23:41:00,23:42:00
Dlugoleka - Parkowa/skrzy.,>,904,23:42:00,23:43:00
Dlugoleka - Kasztanowa,>,904,23:43:00,23:44:00
Dlugoleka - Wiejska,>,904,23:44:00,23:45:00
Mirkow - Jagiellonska,>,904,23:45:00,23:47:00
Mirkow - Sportowa,>,904,23:47:00,23:49:00
BIERUTOWSKA (Wiadukt),>,904,23:49:00,23:51:00
Bierutowska 75,>,904,23:51:00,23:52:00
Bierutowska,>,904,23:52:00,23:53:00
Bierutowska 65,>,904,23:53:00,23:53:00
Dobroszycka,>,904,23:53:00,23:54:00
PSIE POLE (Stacja kolejowa),>,904,23:54:00,23:55:00
Psie Pole (Rondo Lotnikow Polskich),>,904,23:55:00,23:56:00
Psie Pole,>,904,23:56:00,23:57:00

A* - TIME,2.849986
From: ,Gwiazdzista,To: ,Wilczyce - Debowa
Gwiazdzista,>,,,16:04:00
Pilsudskiego,>,122,16:09:00,16:11:00
EPI,>,122,16:11:00,16:15:00
DWORZEC AUTOBUSOWY,>,122,16:15:00,16:16:00
DWORZEC GLOWNY,>,8,16:17:00,16:20:00
Wzgorze Partyzantow,>,8,16:20:00,16:22:00
GALERIA DOMINIKANSKA,>,8,16:22:00,16:25:00
Urzad Wojewodzki (Muzeum Narodowe),>,N,16:26:00,16:30:00
Katedra,>,N,16:30:00,16:32:00
Ogrod Botaniczny,>,N,16:32:00,16:34:00
Wyszynskiego,>,N,16:34:00,16:36:00
Damrota,>,N,16:36:00,16:37:00
KROMERA,>,N,16:37:00,16:41:00
Kromera (Czajkowskiego),>,N,16:41:00,16:43:00
Grudziadzka,>,N,16:43:00,16:44:00
Brucknera,>,N,16:44:00,16:47:00
Psie Pole,>,N,16:47:00,16:52:00
Psie Pole (Rondo Lotnikow Polskich),>,N,16:52:00,16:54:00
Psie Pole (Gorlicka),>,147,17:00:00,17:01:00
MULICKA,>,147,17:01:00,17:02:00
Gorlicka,>,121,17:04:00,17:05:00
Palacha,>,911,17:07:00,17:08:00
Zgorzelisko,>,911,17:08:00,17:09:00
Kurlandzka,>,911,17:09:00,17:09:00
Mrozna,>,911,17:09:00,17:10:00
Wilczyce,>,911,17:10:00,17:10:00
Wilczyce - Wroclawska (na wys. nr 1F),>,911,17:10:00,17:11:00
Wilczyce - szkola,>,911,17:11:00,17:12:00
Wilczyce - Dworska,>,911,17:12:00,17:13:00
Wilczyce - Debowa,>,911,17:13:00,17:14:00

A* - TIME,0.852095
From: ,Brzezinska,To: ,Chopina
Brzezinska,>,,,21:20:00
Eluarda,>,137,22:13:00,22:14:00
Sredzka,>,137,22:14:00,22:15:00
Rubczaka,>,137,22:15:00,22:16:00
RUBCZAKA (Stacja kolejowa),>,137,22:16:00,22:17:00
LESNICA,>,137,22:17:00,22:18:00
Jeleniogorska,>,101,22:23:00,22:24:00
Wschowska,>,20,22:25:00,22:26:00
Zlotnicka,>,20,22:26:00,22:27:00
Kamiennogorska (Osrodek dla niewidomych),>,20,22:27:00,22:28:00
Kosmonautow (Szpital),>,20,22:28:00,22:29:00
Grabowa,>,20,22:29:00,22:31:00
Aleja Architektow,>,20,22:31:00,22:32:00
Glinianki,>,20,22:32:00,22:33:00
Tarczynski Arena (Lotnicza),>,20,22:33:00,22:34:00
PILCZYCE,>,20,22:34:00,22:36:00
Metalowcow,>,20,22:36:00,22:37:00
Bajana,>,20,22:37:00,22:39:00
Park Zachodni,>,20,22:39:00,22:40:00
DH Astra,>,20,22:40:00,22:41:00
Kwiska,>,20,22:41:00,22:43:00
Malopanewska,>,20,22:43:00,22:44:00
Niedzwiedzia,>,20,22:44:00,22:45:00
ZACHODNIA (Stacja kolejowa),>,20,22:45:00,22:48:00
pl. Strzegomski (Muzeum Wspolczesne),>,10,22:52:00,22:54:00
Mlodych Technikow,>,10,22:54:00,22:55:00
PL. JANA PAWLA II,>,10,22:55:00,22:57:00
Rynek,>,10,22:57:00,22:59:00
Zamkowa,>,10,22:59:00,23:00:00
Swidnicka,>,10,23:00:00,23:02:00
GALERIA DOMINIKANSKA,>,10,23:02:00,23:04:00
Urzad Wojewodzki (Muzeum Narodowe),>,10,23:04:00,23:07:00
Katedra,>,10,23:07:00,23:08:00
Reja,>,10,23:08:00,23:09:00
PL. GRUNWALDZKI,>,10,23:09:00,23:11:00
Kliniki - Politechnika Wroclawska,>,10,23:11:00,23:13:00
Mickiewicza,>,115,23:20:00,23:21:00
Park Szczytnicki,>,115,23:21:00,23:22:00
8 Maja,>,115,23:22:00,23:23:00
Stadion Olimpijski,>,9,23:34:00,23:35:00
Karlowicza,>,9,23:35:00,23:36:00
Chopina,>,9,23:36:00,23:37:00

A* - TIME,2.005011
From: ,Smolecka,To: ,Kolumba
Smolecka,>,,,15:53:00
Dworzec Swiebodzki,>,23,15:57:00,15:59:00
pl. Orlat Lwowskich,>,23,15:59:00,16:01:00
Renoma,>,23,16:01:00,16:05:00
Opera,>,23,16:05:00,16:07:00
Park Staromiejski,>,23,16:07:00,16:09:00
GALERIA DOMINIKANSKA,>,23,16:09:00,16:12:00
Urzad Wojewodzki (Impart),>,D,16:14:00,16:17:00
most Grunwaldzki,>,D,16:17:00,16:19:00
PL. GRUNWALDZKI,>,D,16:19:00,16:22:00
Kochanowskiego,>,D,16:22:00,16:26:00
Chopina,>,17,16:32:00,16:34:00
Karlowicza,>,17,16:34:00,16:35:00
Stadion Olimpijski,>,17,16:35:00,16:36:00
8 Maja,>,17,16:36:00,16:37:00
Godebskiego (AWF Wroclaw),>,17,16:37:00,16:38:00
SEPOLNO,>,17,16:38:00,16:40:00
Monopolowa,>,115,16:48:00,16:50:00
Kolumba,>,115,16:50:00,16:51:00

A* - TIME,2.496996
From: ,Hynka,To: ,Wysoka - Lipowa
Hynka,>,,,12:37:00
Drzewieckiego,>,129,12:37:00,12:38:00
Orlinskiego,>,129,12:38:00,12:39:00
Na Ostatnim Groszu,>,129,12:39:00,12:41:00
Gadowianka,>,126,12:46:00,12:48:00
Szkocka,>,126,12:48:00,12:50:00
Wroclawski Park Technologiczny,>,126,12:50:00,12:51:00
ROD Oswiata,>,126,12:51:00,12:52:00
FAT,>,126,12:52:00,12:56:00
Aleja Pracy,>,A,12:57:00,12:59:00
Ojca Beyzyma,>,70,13:02:00,13:03:00
Mielecka,>,70,13:03:00,13:05:00
Gajowicka,>,70,13:05:00,13:06:00
Hallera,>,70,13:06:00,13:08:00
Sudecka,>,136,13:11:00,13:12:00
Jarzebinowa,>,144,13:15:00,13:16:00
Skierniewicka,>,144,13:16:00,13:17:00
Wyscigowa,>,144,13:17:00,13:20:00
Malinowa,>,144,13:20:00,13:21:00
Ozynowa,>,144,13:21:00,13:22:00
rondo Sw. Ojca Pio,>,144,13:22:00,13:25:00
Wysoka - osiedle,>,913,13:31:00,13:33:00
Wysoka - Radosna,>,913,13:33:00,13:34:00
Wysoka - Chabrowa,>,913,13:34:00,13:35:00
Wysoka,>,913,13:35:00,13:36:00
Wysoka - Lipowa,>,913,13:36:00,13:36:00

A* - TIME,0.487695
From: ,Bociania,To: ,Kielczow - Wroclawska
Bociania,>,,,18:43:00
Gesia,>,11,18:54:00,18:55:00
Kwidzynska,>,11,18:55:00,18:57:00
Brucknera,>,111,19:00:00,19:02:00
C.H. Korona,>,111,19:02:00,19:04:00
Zielna,>,111,19:04:00,19:06:00
Psie Pole,>,111,19:06:00,19:07:00
Psie Pole (Rondo Lotnikow Polskich),>,111,19:07:00,19:09:00
KIELCZOWSKA (LZN),>,131,19:11:00,19:13:00
Poleska,>,131,19:13:00,19:14:00
Kielczowska,>,131,19:14:00,19:15:00
Zmudzka,>,131,19:15:00,19:16:00
Kielczowska (Cmentarz),>,121,19:20:00,19:21:00
Kielczow - Sosnowa,>,931,19:25:00,19:26:00
Kielczow - Biedronka,>,931,19:26:00,19:27:00
Kielczow - Wroclawska,>,931,19:27:00,19:28:00

A* - TIME,0.0
From: ,Ksieginice ul. Sportowa,To: ,Wilczyce - Sosnowa
Ksieginice ul. Sportowa,>,,,06:29:00

A* - TIME,0.0
From: ,Brzezina - Biedronka,To: ,Grzybowa
Brzezina - Biedronka,>,,,09:41:00
Las Mokrzanski,>,937,10:02:00,10:04:00
Mokra,>,937,10:04:00,10:05:00
Grzybowa,>,937,10:05:00,10:07:00

A* - TIME,2.415579
From: ,Moniuszki,To: ,Awicenny
Moniuszki,>,,,14:52:00
Stadion Olimpijski,>,345,14:57:00,14:58:00
8 Maja,>,17,15:00:00,15:01:00
Park Szczytnicki,>,115,15:03:00,15:04:00
Mickiewicza,>,115,15:04:00,15:05:00
Kliniki - Politechnika Wroclawska,>,115,15:05:00,15:07:00
PL. GRUNWALDZKI,>,115,15:07:00,15:10:00
Reja,>,115,15:10:00,15:12:00
Katedra,>,10,15:16:00,15:18:00
Urzad Wojewodzki (Muzeum Narodowe),>,10,15:18:00,15:20:00
GALERIA DOMINIKANSKA,>,10,15:20:00,15:24:00
Swidnicka,>,10,15:24:00,15:26:00
Zamkowa,>,10,15:26:00,15:27:00
Narodowe Forum Muzyki,>,4,15:28:00,15:30:00
pl. Legionow,>,4,15:30:00,15:32:00
Kolejowa,>,4,15:32:00,15:33:00
Grabiszynska,>,4,15:33:00,15:34:00
Pereca,>,4,15:34:00,15:36:00
Stalowa,>,4,15:36:00,15:38:00
pl. Srebrny,>,4,15:38:00,15:39:00
Bzowa (Centrum Zajezdnia),>,4,15:39:00,15:40:00
Hutmen,>,4,15:40:00,15:41:00
FAT,>,4,15:41:00,15:43:00
Ostrowskiego,>,107,15:48:00,15:49:00
Koncowa,>,107,15:49:00,15:51:00
Krzemieniecka,>,107,15:51:00,15:53:00
Trawowa,>,107,15:53:00,15:54:00
Stanislawowska (W.K. Formaty),>,107,15:54:00,15:56:00
Awicenny (Stacja kolejowa),>,132,16:00:00,16:03:00
Awicenny,>,132,16:03:00,16:04:00

A* - TIME,1.313446
From: ,Volvo,To: ,Gajowicka (szkola)
Volvo,>,,,13:58:00
Volvo - brama II,>,118,14:06:00,14:10:00
Monopolowa,>,315,14:14:00,14:17:00
SEPOLNO,>,315,14:17:00,14:19:00
Godebskiego (AWF Wroclaw),>,17,14:22:00,14:23:00
8 Maja,>,17,14:23:00,14:24:00
Park Szczytnicki,>,115,14:26:00,14:27:00
Mickiewicza,>,115,14:27:00,14:28:00
Kliniki - Politechnika Wroclawska,>,115,14:28:00,14:30:00
PL. GRUNWALDZKI,>,2,14:31:00,14:33:00
Reja,>,2,14:33:00,14:34:00
Katedra,>,2,14:34:00,14:36:00
Urzad Wojewodzki (Muzeum Narodowe),>,2,14:36:00,14:38:00
GALERIA DOMINIKANSKA,>,2,14:38:00,14:42:00
Wzgorze Partyzantow,>,2,14:42:00,14:44:00
DWORZEC GLOWNY,>,2,14:44:00,14:46:00
Arkady (Capitol),>,2,14:46:00,14:49:00
Zaolzianska,>,2,14:49:00,14:51:00
Wielka,>,2,14:51:00,14:52:00
Rondo,>,2,14:52:00,14:54:00
Sztabowa,>,2,14:54:00,14:55:00
Hallera,>,2,14:55:00,14:57:00
Raclawicka (szkola),>,133,15:00:00,15:02:00
Modlinska,>,133,15:02:00,15:04:00
Gajowicka (szkola),>,143,15:06:00,15:08:00

A* - TIME,3.930493
From: ,Sliwowa,To: ,Kamien - skrzy.
Sliwowa,>,,,16:22:00
Maslicka (Staw),>,102,16:30:00,16:31:00
Maslice Male (Brodnicka),>,103,16:34:00,16:35:00
Redzinska (Cmentarz),>,103,16:35:00,16:36:00
Maslicka (Osiedle),>,103,16:36:00,16:37:00
TARCZYNSKI ARENA (Krolewiecka),>,103,16:37:00,16:38:00
Dworska,>,103,16:38:00,16:39:00
Gornicza,>,31,16:40:00,16:41:00
Modra,>,31,16:41:00,16:42:00
PILCZYCKA (Anima),>,31,16:42:00,16:43:00
Kolista,>,31,16:43:00,16:44:00
Kwiska,>,31,16:44:00,16:48:00
Malopanewska,>,31,16:48:00,16:49:00
Niedzwiedzia,>,31,16:49:00,16:51:00
ZACHODNIA (Stacja kolejowa),>,31,16:51:00,16:54:00
pl. Strzegomski (Muzeum Wspolczesne),>,31,16:54:00,16:56:00
Mlodych Technikow,>,31,16:56:00,16:57:00
PL. JANA PAWLA II,>,31,16:57:00,16:59:00
Dmowskiego,>,74,17:02:00,17:04:00
Pomorska,>,74,17:04:00,17:06:00
pl. Bema,>,C ,17:07:00,17:11:00
Katedra,>,C ,17:11:00,17:14:00
PL. GRUNWALDZKI,>,C ,17:14:00,17:17:00
Kochanowskiego,>,921,17:18:00,17:20:00
Sniadeckich,>,921,17:20:00,17:22:00
Kwidzynska,>,921,17:22:00,17:25:00
Brucknera,>,921,17:25:00,17:27:00
C.H. Korona,>,921,17:27:00,17:29:00
Psie Pole,>,921,17:29:00,17:32:00
Psie Pole (Rondo Lotnikow Polskich),>,921,17:32:00,17:34:00
MULICKA,>,921,17:34:00,17:35:00
Gorlicka,>,921,17:35:00,17:36:00
Palacha,>,921,17:36:00,17:37:00
Zgorzelisko,>,921,17:37:00,17:38:00
Kurlandzka,>,921,17:38:00,17:38:00
Mrozna,>,921,17:38:00,17:39:00
Wilczyce,>,921,17:39:00,17:39:00
Wilczyce - Wroclawska (na wys. nr 1F),>,921,17:39:00,17:40:00
Wilczyce - szkola,>,921,17:40:00,17:41:00
Wilczyce - Dworska,>,921,17:41:00,17:42:00
Wilczyce - Debowa,>,921,17:42:00,17:43:00
Wilczyce - Sosnowa,>,921,17:43:00,17:44:00
Kielczow - osiedle,>,921,17:44:00,17:45:00
Kielczow - cmentarz,>,921,17:45:00,17:47:00
Kielczow - petla/Wroclawska,>,921,17:47:00,17:48:00
Kielczow - Zgodna,>,921,17:48:00,17:49:00
Sliwice,>,921,17:49:00,17:53:00
Pietrzykowice,>,921,17:53:00,17:55:00
Brzezia Laka - cmentarz,>,921,17:55:00,17:56:00
Brzezia Laka - Wroclawska,>,921,17:56:00,17:57:00
Brzezia Laka - skrzy. Orzechowa,>,921,17:57:00,17:58:00
Brzezia Laka - skrzy. Glowna,>,921,17:58:00,17:59:00
Katna,>,921,17:59:00,18:02:00
Olesniczka,>,921,18:02:00,18:04:00
Olesniczka - skrzy.,>,921,18:04:00,18:05:00
Rakow IV,>,921,18:05:00,18:07:00
Rakow III,>,921,18:07:00,18:08:00
Rakow - skrzy.,>,921,18:08:00,18:10:00
Rakow - osiedle,>,911,18:13:00,18:14:00
Bielawa,>,911,18:14:00,18:16:00
Piecowice,>,911,18:16:00,18:20:00
Kamien - skrzy. Rubinowa,>,924,18:24:00,18:28:00
Kamien - skrzy. Diamentowa,>,924,18:28:00,18:28:00
Kamien - skrzy.,>,924,18:28:00,18:29:00

A* - TIME,0.0
From: ,Orzechowa,To: ,PL. GRUNWALDZKI
Orzechowa,>,,,01:28:00

A* - TIME,3.476155
From: ,Ksieginice - skrzyz. Warzyna,To: ,Dlugoleka - Kosciol
Ksieginice - skrzyz. Warzyna,>,,,05:15:00
Bialkow,>,940,05:48:00,05:54:00
Kleka,>,940,05:54:00,05:57:00
Miekinia - Urzad Gminy,>,940,05:57:00,06:02:00
Mrozow - Wyzwolenia,>,958,06:39:00,06:47:00
Mrozow - Swietlica,>,958,06:47:00,06:49:00
Zurawiniec,>,958,06:49:00,06:52:00
Krepice - Wroclawska,>,958,06:52:00,06:54:00
Krepice,>,958,06:54:00,06:57:00
ZAR,>,958,06:57:00,07:00:00
Mokrzanska,>,958,07:00:00,07:03:00
Krepicka,>,958,07:03:00,07:04:00
Krepicka - szkola,>,958,07:04:00,07:05:00
Zajazdowa,>,958,07:05:00,07:06:00
Eluarda,>,958,07:06:00,07:07:00
Sredzka,>,958,07:07:00,07:09:00
Rubczaka,>,958,07:09:00,07:10:00
RUBCZAKA (Stacja kolejowa),>,958,07:10:00,07:11:00
LESNICA,>,958,07:11:00,07:12:00
Jeleniogorska,>,3,07:14:00,07:15:00
Wschowska,>,3,07:15:00,07:16:00
Zlotnicka,>,3,07:16:00,07:17:00
Kamiennogorska (Osrodek dla niewidomych),>,3,07:17:00,07:18:00
Kosmonautow (Szpital),>,3,07:18:00,07:19:00
Grabowa,>,3,07:19:00,07:21:00
Aleja Architektow,>,3,07:21:00,07:22:00
Glinianki,>,3,07:22:00,07:23:00
Tarczynski Arena (Lotnicza),>,3,07:23:00,07:24:00
PILCZYCE,>,3,07:24:00,07:26:00
Metalowcow,>,3,07:26:00,07:27:00
Bajana,>,3,07:27:00,07:29:00
Park Zachodni,>,3,07:29:00,07:30:00
DH Astra,>,3,07:30:00,07:31:00
Kwiska,>,3,07:31:00,07:33:00
Malopanewska,>,3,07:33:00,07:34:00
Niedzwiedzia,>,3,07:34:00,07:36:00
ZACHODNIA (Stacja kolejowa),>,3,07:36:00,07:39:00
pl. Strzegomski (Muzeum Wspolczesne),>,3,07:39:00,07:41:00
Mlodych Technikow,>,3,07:41:00,07:42:00
PL. JANA PAWLA II,>,3,07:42:00,07:44:00
Rynek,>,3,07:44:00,07:47:00
Zamkowa,>,3,07:47:00,07:48:00
Swidnicka,>,3,07:48:00,07:50:00
GALERIA DOMINIKANSKA,>,3,07:50:00,07:53:00
Urzad Wojewodzki (Impart),>,D,07:54:00,07:57:00
most Grunwaldzki,>,D,07:57:00,07:58:00
PL. GRUNWALDZKI,>,D,07:58:00,08:00:00
Kochanowskiego,>,D,08:00:00,08:03:00
Sniadeckich,>,D,08:03:00,08:05:00
Zacisze,>,D,08:05:00,08:06:00
Kwidzynska,>,D,08:06:00,08:08:00
Brucknera,>,D,08:08:00,08:10:00
Psie Pole,>,D,08:10:00,08:14:00
Psie Pole (Rondo Lotnikow Polskich),>,D,08:14:00,08:16:00
PSIE POLE (Stacja kolejowa),>,914,08:27:00,08:28:00
Dobroszycka,>,914,08:28:00,08:29:00
Bierutowska 65,>,914,08:29:00,08:29:00
Bierutowska,>,914,08:29:00,08:30:00
Bierutowska 75,>,914,08:30:00,08:30:00
BIERUTOWSKA (Wiadukt),>,914,08:30:00,08:31:00
Mirkow - Sportowa,>,914,08:31:00,08:33:00
Mirkow - Jagiellonska,>,914,08:33:00,08:35:00
Dlugoleka - Wiejska,>,914,08:35:00,08:37:00
Dlugoleka - Kasztanowa,>,914,08:37:00,08:39:00
Dlugoleka - Kosciol,>,924,09:10:00,09:14:00

A* - TIME,0.670729
From: ,Szczodre - Szkola,To: ,Wapienna
